Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Summarized,Sentiment_score,UUID
2020-06-10T19:40:33.000+08:00,"Eli Lilly Shares Spike To Session High, Up 1.7%, Following Report Co. Chief Scientist Has Said One Of Co.'s Antibodies Could Be Authorized As Coronavirus Treatment As Early As Sept.",LLY,https://www.benzinga.com/news/20/06/16225883/eli-lilly-shares-spike-to-session-high-up-1-7-following-report-co-chief-scientist-has-said-one-of-co,Benzinga Newsdesk,,,,0,0,19a4f0e2-078f-4a3f-a0e9-298ab6d8b510
2020-06-09T13:49:09.000+08:00,Travel Stocks Lose Momentum In Pre-Market After Leading Yesterday's Sharp Rally,LLY,https://www.benzinga.com/news/20/06/16212137/travel-stocks-lose-momentum-in-pre-market-after-leading-yesterdays-sharp-rally,JJ Kinahan,,,,0,0,f83687bd-70fa-49c8-be54-999f4ab9497f
2020-06-09T13:49:09.000+08:00,Travel Stocks Lose Momentum In Pre-Market After Leading Yesterday's Sharp Rally,LLY,https://www.benzinga.com/news/20/06/16212137/travel-stocks-lose-momentum-in-pre-market-after-leading-yesterdays-sharp-rally,JJ Kinahan,,,,0,0,ca5db735-8a32-4876-8b38-193e236b9755
2020-06-09T10:47:38.000+08:00,First Patient Dose Delivered For Lilly's Tirzepatide Cardiovascular Outcomes Trial,LLY,https://www.benzinga.com/general/biotech/20/06/16209618/first-patient-dose-delivered-for-lillys-tirzepatide-cardiovascular-outcomes-trial,Benzinga Newsdesk,,,,0,0,7253f349-03fd-4162-ab35-fc674fbcd412
2020-06-09T10:47:38.000+08:00,First Patient Dose Delivered For Lilly's Tirzepatide Cardiovascular Outcomes Trial,LLY,https://www.benzinga.com/general/biotech/20/06/16209618/first-patient-dose-delivered-for-lillys-tirzepatide-cardiovascular-outcomes-trial,Benzinga Newsdesk,,,,0,0,95af3434-87fb-45bc-a790-56b50660d124
2020-06-08T11:18:03.000+08:00,"Lilly Announces Start of a Phase 1 Study for its Second Potential COVID-19 Antibody Treatment, Doses First Patient",LLY,https://www.benzinga.com/news/20/06/16199696/lilly-announces-start-of-a-phase-1-study-for-its-second-potential-covid-19-antibody-treatment-doses,Luke J Jacobi,,,,0,0,f8551b85-c84e-4b04-ac47-45498092340a
2020-06-08T11:18:03.000+08:00,"Lilly Announces Start of a Phase 1 Study for its Second Potential COVID-19 Antibody Treatment, Doses First Patient",LLY,https://www.benzinga.com/news/20/06/16199696/lilly-announces-start-of-a-phase-1-study-for-its-second-potential-covid-19-antibody-treatment-doses,Luke J Jacobi,,,,0,0,5c197486-a380-4b7c-af56-7202e45e7c30
2020-06-05T16:36:32.000+08:00,"Fauci: Need To 'Definitively Show' Treatments Are Effective, On Eli Lilly's Recent Human Trials",LLY,https://www.benzinga.com/news/20/06/16191947/fauci-need-to-definitively-show-treatments-are-effective-on-eli-lillys-recent-human-trials,Benzinga Newsdesk,,,,0,0,d7ac087f-03cd-4a82-8924-e524f4c6fa80
2020-06-05T16:36:32.000+08:00,"Fauci: Need To 'Definitively Show' Treatments Are Effective, On Eli Lilly's Recent Human Trials",LLY,https://www.benzinga.com/news/20/06/16191947/fauci-need-to-definitively-show-treatments-are-effective-on-eli-lillys-recent-human-trials,Benzinga Newsdesk,,,,0,0,0b7d4d5e-91db-4136-88d1-75ec84a6ddd1
2020-06-03T11:39:19.000+08:00,"The Daily Biotech Pulse: Regulatory Delay For Novartis' Multiple Sclerosis Drug, FSD Gets Nod For COVID-19 Study",LLY,https://www.benzinga.com/general/biotech/20/06/16167710/the-daily-biotech-pulse-regulatory-delay-for-novartis-multiple-sclerosis-drug-fsd-gets-nod-for-co,Shanthi Rexaline,,,,0,0,48937aec-f65e-4f2c-b59f-faf969d61afd
2020-06-03T11:39:19.000+08:00,"The Daily Biotech Pulse: Regulatory Delay For Novartis' Multiple Sclerosis Drug, FSD Gets Nod For COVID-19 Study",LLY,https://www.benzinga.com/general/biotech/20/06/16167710/the-daily-biotech-pulse-regulatory-delay-for-novartis-multiple-sclerosis-drug-fsd-gets-nod-for-co,Shanthi Rexaline,,,,0,0,dbae739f-badd-4a11-a8ea-bb4139ef93d9
2020-06-03T08:00:00.000+08:00,EULAR —…—…: Lilly's Taltz® (ixekizumab) Continues to Show Robust and Consistent ...,LLY,http://www.gurufocus.com/news/1154415/eular-2020-lillys-taltz-ixekizumab-continues-to-show-robust-and-consistent-efficacy-in-psoriatic-arthritis,GuruFocus,,,,0,0,aea9ea99-8e37-4a24-ab59-80df9f26e6b1
2020-06-03T08:00:00.000+08:00,EULAR —…—…: Lilly's Taltz® (ixekizumab) Continues to Show Robust and Consistent ...,LLY,http://www.gurufocus.com/news/1154415/eular-2020-lillys-taltz-ixekizumab-continues-to-show-robust-and-consistent-efficacy-in-psoriatic-arthritis,GuruFocus,,,,0,0,8187f386-0e1c-40de-8d62-fddb1210d69a
2020-06-02T08:00:00.000+08:00,"AstraZeneca Ranked Most Inventive, Roche Most Innovative",LLY,http://www.gurufocus.com/news/1153150/astrazeneca-ranked-most-inventive-roche-most-innovative,GuruFocus,,,,0,0,b9185c8e-cb48-45e9-8849-9d1489ebf128
2020-06-02T08:00:00.000+08:00,"AstraZeneca Ranked Most Inventive, Roche Most Innovative",LLY,http://www.gurufocus.com/news/1153150/astrazeneca-ranked-most-inventive-roche-most-innovative,GuruFocus,,,,0,0,bf09f9b2-a50e-4060-b2d7-7e0b102479cb
2020-06-01T19:40:17.000+08:00,Eli Lilly CEO Talks Coronavirus Treatment Progress: 'This Is An Important Bridge Therapy',LLY,https://www.benzinga.com/general/biotech/20/06/16151876/eli-lilly-ceo-talks-coronavirus-treatment-progress-this-is-an-important-bridge-therapy,Jayson Derrick,,,,0,0,f5b86921-3ca0-46f0-8246-35c4eaeb5267
2020-06-01T19:40:17.000+08:00,Eli Lilly CEO Talks Coronavirus Treatment Progress: 'This Is An Important Bridge Therapy',LLY,https://www.benzinga.com/general/biotech/20/06/16151876/eli-lilly-ceo-talks-coronavirus-treatment-progress-this-is-an-important-bridge-therapy,Jayson Derrick,,,,0,0,5b75b628-7cbc-4928-b166-b97630c8d9e1
2020-06-01T10:49:07.000+08:00,Eli Lilly's Supplemental Biologics License Application for Taltz for the Treatment of Active Non-Radiographic Axial Spondyloarthritis Approved by the FDA,LLY,https://www.benzinga.com/news/20/06/16147522/eli-lillys-supplemental-biologics-license-application-for-taltz-for-the-treatment-of-active-non-radi,Luke J Jacobi,,,,0,0,1d048a1e-b0ca-4b42-9ea3-924a78a5a6a0
2020-06-01T10:49:07.000+08:00,Eli Lilly's Supplemental Biologics License Application for Taltz for the Treatment of Active Non-Radiographic Axial Spondyloarthritis Approved by the FDA,LLY,https://www.benzinga.com/news/20/06/16147522/eli-lillys-supplemental-biologics-license-application-for-taltz-for-the-treatment-of-active-non-radi,Luke J Jacobi,,,,0,0,07e7ea0b-62b2-4f43-a87d-59f797920cbd
2020-06-01T10:31:40.000+08:00,Eli Lilly Doses Patients in its Phase 1 Coronavirus Antibody Treatment,LLY,https://www.benzinga.com/news/20/06/16147397/eli-lilly-doses-patients-in-its-phase-1-coronavirus-antibody-treatment,Luke J Jacobi,,,,0,0,461cb1ca-f997-4854-8fd3-f4edb9b7b3d8
2020-06-01T10:31:40.000+08:00,Eli Lilly Doses Patients in its Phase 1 Coronavirus Antibody Treatment,LLY,https://www.benzinga.com/news/20/06/16147397/eli-lilly-doses-patients-in-its-phase-1-coronavirus-antibody-treatment,Luke J Jacobi,,,,0,0,b0ae92ee-624e-4c7d-8cd0-3596363e690e
2020-06-01T08:00:00.000+08:00,Lilly Begins World's First Study of a Potential COVID-–9 Antibody Treatment in Humans,LLY,http://www.gurufocus.com/news/1152544/lilly-begins-worlds-first-study-of-a-potential-covid19-antibody-treatment-in-humans,GuruFocus,,,,0,0,14accc72-81ac-4f98-a0ef-cca08a328248
2020-06-01T08:00:00.000+08:00,Lilly's Taltz® (ixekizumab) is the First IL-–7A Antagonist to Receive U.S. ...,LLY,http://www.gurufocus.com/news/1152576/lillys-taltz-ixekizumab-is-the-first-il17a-antagonist-to-receive-us-fda-approval-for-the-treatment-of-nonradiographic-axial-spondyloarthritis-nraxspa,GuruFocus,,,,0,0,42426eb0-911f-4361-9027-44006978ce41
2020-06-01T08:00:00.000+08:00,Lilly Begins World's First Study of a Potential COVID-–9 Antibody Treatment in Humans,LLY,http://www.gurufocus.com/news/1152544/lilly-begins-worlds-first-study-of-a-potential-covid19-antibody-treatment-in-humans,GuruFocus,,,,0,0,723d57d6-11f9-407f-b66a-46a62e48c95e
2020-06-01T08:00:00.000+08:00,Lilly's Taltz® (ixekizumab) is the First IL-–7A Antagonist to Receive U.S. ...,LLY,http://www.gurufocus.com/news/1152576/lillys-taltz-ixekizumab-is-the-first-il17a-antagonist-to-receive-us-fda-approval-for-the-treatment-of-nonradiographic-axial-spondyloarthritis-nraxspa,GuruFocus,,,,0,0,bb89723a-4615-49c9-ab51-a5d348895bb9
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Long-Term Follow-Up Results of TYVYT® (Sintilimab Injection) in the Treatment of Patients with Relapsed/Refractory Classic Hodgkin's Lymphoma at ASCO,LLY,https://www.benzinga.com/news/20/05/16146249/innovent-biologics-and-lilly-jointly-announced-the-long-term-follow-up-results-of-tyvyt-sintilimab-i,Charles Gross,,,,0,0,69f8b20d-4f2d-4b59-b9db-aed43834917f
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Long-Term Follow-Up Results of TYVYT® ...,LLY,http://www.gurufocus.com/news/1152283/innovent-biologics-and-lilly-jointly-announced-the-longterm-followup-results-of-tyvyt-sintilimab-injection-in-the-treatment-of-patients-with-relapsedrefractory-classic-hodgkins-lymphoma,GuruFocus,,,,0,0,a5c9ab2e-f7e8-434f-8930-4460bf55527f
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Pivotal Clinical Study Results of TYVYT® ...,LLY,http://www.gurufocus.com/news/1152284/innovent-biologics-and-lilly-jointly-announced-the-pivotal-clinical-study-results-of-tyvyt-sintilimab-injection-in-the-secondline-treatment-of-patients-with-locally-advanced-or-metastatic-esophageal-squamous-cell-carc,GuruFocus,,,,0,0,385dca6e-dea0-458c-9896-b56ac6c3de78
2020-05-31T08:00:00.000+08:00,Bristol-Myers Deserves Better Than a Single-Digit Multiple,LLY,http://www.gurufocus.com/news/1151961/bristolmyers-deserves-better-than-a-singledigit-multiple,GuruFocus,,,,0,0,2ea05178-90f0-49d7-9f6d-54c816803749
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Long-Term Follow-Up Results of TYVYT® (Sintilimab Injection) in the Treatment of Patients with Relapsed/Refractory Classic Hodgkin's Lymphoma at ASCO,LLY,https://www.benzinga.com/news/20/05/16146249/innovent-biologics-and-lilly-jointly-announced-the-long-term-follow-up-results-of-tyvyt-sintilimab-i,Charles Gross,,,,0,0,59c837a7-1a0d-4ba1-8ebd-8c7281e2e6d4
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Long-Term Follow-Up Results of TYVYT® ...,LLY,http://www.gurufocus.com/news/1152283/innovent-biologics-and-lilly-jointly-announced-the-longterm-followup-results-of-tyvyt-sintilimab-injection-in-the-treatment-of-patients-with-relapsedrefractory-classic-hodgkins-lymphoma,GuruFocus,,,,0,0,8e96b082-0931-430a-88e6-2e41915320b7
2020-05-31T08:00:00.000+08:00,Innovent Biologics and Lilly Jointly Announced the Pivotal Clinical Study Results of TYVYT® ...,LLY,http://www.gurufocus.com/news/1152284/innovent-biologics-and-lilly-jointly-announced-the-pivotal-clinical-study-results-of-tyvyt-sintilimab-injection-in-the-secondline-treatment-of-patients-with-locally-advanced-or-metastatic-esophageal-squamous-cell-carc,GuruFocus,,,,0,0,249813de-1e59-4753-9052-f7d37e860e80
2020-05-31T08:00:00.000+08:00,Bristol-Myers Deserves Better Than a Single-Digit Multiple,LLY,http://www.gurufocus.com/news/1151961/bristolmyers-deserves-better-than-a-singledigit-multiple,GuruFocus,,,,0,0,d00c4ddc-513d-4ff3-8023-db8ff8ab436e
2020-05-29T08:00:00.000+08:00,Lilly Yesterday Received U.S. FDA Approval of TAUVID for Use in Patients Being Evaluated for Alzheimer's Disease,LLY,https://www.benzinga.com/general/biotech/20/05/16138311/lilly-yesterday-received-u-s-fda-approval-of-tauvid-for-use-in-patients-being-evaluated-for-alzhe,Benzinga Newsdesk,,,,0,0,41aa8ba4-b91c-4bf0-a0bc-6552b7c68d54
2020-05-29T08:00:00.000+08:00,Lilly's CYRAMZA® (ramucirumab) Receives FDA Approval as First-Line Treatment for Metastatic ...,LLY,http://www.gurufocus.com/news/1151826/lillys-cyramza-ramucirumab-receives-fda-approval-as-firstline-treatment-for-metastatic-egfrmutated-nonsmall-cell-lung-cancer,GuruFocus,,,,0,0,1255d6fb-ef38-4d8d-b691-397b50de6b2c
2020-05-29T08:00:00.000+08:00,"Pharma Stock Roundup: MRK, RHHBY Give Coronavirus Updates,SNY to Sell Stake in REGN",LLY,http://www.zacks.com/stock/news/951712/pharma-stock-roundup-mrk-rhhby-give-coronavirus-updatessny-to-sell-stake-in-regn?cid=CS-BENZ-FT-analyst_blog|stock_roundup-951712,Zacks,,,,0,0,9d3acd53-6e02-404e-8d37-87329bc97467
2020-05-29T08:00:00.000+08:00,Lilly Yesterday Received U.S. FDA Approval of TAUVID for Use in Patients Being Evaluated for Alzheimer's Disease,LLY,https://www.benzinga.com/general/biotech/20/05/16138311/lilly-yesterday-received-u-s-fda-approval-of-tauvid-for-use-in-patients-being-evaluated-for-alzhe,Benzinga Newsdesk,,,,0,0,b889f2e6-3575-41a3-8282-1799e9ac0b86
2020-05-29T08:00:00.000+08:00,Lilly's CYRAMZA® (ramucirumab) Receives FDA Approval as First-Line Treatment for Metastatic ...,LLY,http://www.gurufocus.com/news/1151826/lillys-cyramza-ramucirumab-receives-fda-approval-as-firstline-treatment-for-metastatic-egfrmutated-nonsmall-cell-lung-cancer,GuruFocus,,,,0,0,cd8f3d9f-9216-431b-aef0-c510860f7984
2020-05-29T08:00:00.000+08:00,"Pharma Stock Roundup: MRK, RHHBY Give Coronavirus Updates,SNY to Sell Stake in REGN",LLY,http://www.zacks.com/stock/news/951712/pharma-stock-roundup-mrk-rhhby-give-coronavirus-updatessny-to-sell-stake-in-regn?cid=CS-BENZ-FT-analyst_blog|stock_roundup-951712,Zacks,,,,0,0,16731e53-a3d6-4ef9-90ce-a7981311eead
2020-05-28T08:00:00.000+08:00,"Shares of several healthcare companies are trading higher amid market strength. Strength potentially related to coronavirus efforts including testing, vaccine development and treatment measures from several names in the sector.",LLY,https://www.benzinga.com/wiim/20/05/16129874/shares-of-several-healthcare-companies-are-trading-higher-amid-market-strength-strength-potentially,Benzinga Newsdesk,,,,0,0,9a3d116f-b018-4d35-8714-9f30cf6f3106
2020-05-28T08:00:00.000+08:00,Lilly Receives U.S. FDA Approval of TAUVID™ (flortaucipir F –8 injection) for Use in ...,LLY,http://www.gurufocus.com/news/1150170/lilly-receives-us-fda-approval-of-tauvid-flortaucipir-f-18-injection-for-use-in-patients-being-evaluated-for-alzheimers-disease,GuruFocus,,,,0,0,d4c2606a-cc41-47b0-b964-6be70b5fe873
2020-05-28T08:00:00.000+08:00,Thursday Morning Market Highlights,LLY,http://www.gurufocus.com/news/1149518/thursday-morning-market-highlights,GuruFocus,,,,0,0,b059af77-d6a8-4ad6-864c-8e163582b673
2020-05-28T08:00:00.000+08:00,"3 Investing Facts About Required Minimum Distributions You Need to Know - May 28, 2020",LLY,http://www.zacks.com/stock/news/949284/3-investing-facts-about-required-minimum-distributions-you-need-to-know-may-28-2020?cid=CS-BENZ-FT-retirement_ideas|required_minimum_distribution-949284,Zacks,,,,0,0,c301274b-7e0c-405e-ad26-01546fc747fe
2020-05-28T08:00:00.000+08:00,"Shares of several healthcare companies are trading higher amid market strength. Strength potentially related to coronavirus efforts including testing, vaccine development and treatment measures from several names in the sector.",LLY,https://www.benzinga.com/wiim/20/05/16129874/shares-of-several-healthcare-companies-are-trading-higher-amid-market-strength-strength-potentially,Benzinga Newsdesk,,,,0,0,4196cc66-3e1c-4593-98bf-9ebc2f86396f
2020-05-28T08:00:00.000+08:00,Lilly Receives U.S. FDA Approval of TAUVID™ (flortaucipir F –8 injection) for Use in ...,LLY,http://www.gurufocus.com/news/1150170/lilly-receives-us-fda-approval-of-tauvid-flortaucipir-f-18-injection-for-use-in-patients-being-evaluated-for-alzheimers-disease,GuruFocus,,,,0,0,11d1be7b-097b-4083-be1e-bcd9b6735b97
2020-05-28T08:00:00.000+08:00,Thursday Morning Market Highlights,LLY,http://www.gurufocus.com/news/1149518/thursday-morning-market-highlights,GuruFocus,,,,0,0,58a0f49a-39cf-4d5c-ab02-9f2c6b995c2c
2020-05-28T08:00:00.000+08:00,"3 Investing Facts About Required Minimum Distributions You Need to Know - May 28, 2020",LLY,http://www.zacks.com/stock/news/949284/3-investing-facts-about-required-minimum-distributions-you-need-to-know-may-28-2020?cid=CS-BENZ-FT-retirement_ideas|required_minimum_distribution-949284,Zacks,,,,0,0,54bc207b-14f1-4563-a2cb-2d51923538b8
2020-05-27T08:00:00.000+08:00,"\"Trumpdesivir: Operation Warp Speed, \"\"Engage.\"\"\"",LLY,https://talkmarkets.com/content/trumpdesivir-operation-warp-speed-engage?post=263499,TalkMarkets,,,,0,0,372bd925-27f7-456c-a534-509ff9471f2b
2020-05-27T08:00:00.000+08:00,"\"Trumpdesivir: Operation Warp Speed, \"\"Engage.\"\"\"",LLY,https://talkmarkets.com/content/trumpdesivir-operation-warp-speed-engage?post=263499,TalkMarkets,,,,0,0,a8913caa-aa77-4576-8c7d-2f03ad6edff4
2020-05-26T08:00:00.000+08:00,'List of external participants expected at Rose Garden event starting momentarily where @POTUS will announce @MedicareGov patients will be provided with new choices of Part D plans for insulin at no more than $35 for a month's supply.' -Steve Herman Tweet,LLY,https://www.benzinga.com/news/20/05/16110564/list-of-external-participants-expected-at-rose-garden-event-starting-momentarily-where-potus-will-an,Benzinga Newsdesk,,,,0,0,abdea272-b4a1-4a79-9dcd-4b2834dae124
2020-05-26T08:00:00.000+08:00,"Eli Lilly Intend To File An IND, Initiate Clinical Trials In U.S. & China In Q2 2020 For Company's COVID-19 Neutralizing Antibodies",LLY,https://www.benzinga.com/news/20/05/16105875/eli-lilly-intend-to-file-an-ind-initiate-clinical-trials-in-u-s-china-in-q2-2020-for-companys-covid,Benzinga Newsdesk,,,,0,0,29e035d9-c36d-4775-b0a2-9714418ea174
2020-05-26T08:00:00.000+08:00,Boehringer Ingelheim And Lilly To Collaborate With Duke Clinical Research Institute On A Pragmatic Trial Examining Jardiance's Effects Following An Acute Myocardial Infarction,LLY,https://www.benzinga.com/general/biotech/20/05/16104895/boehringer-ingelheim-and-lilly-to-collaborate-with-duke-clinical-research-institute-on-a-pragmati,Benzinga Newsdesk,,,,0,0,46b8d421-6647-4317-81b2-e00b29d70818
2020-05-26T08:00:00.000+08:00,Eli Lilly Announces Emgality 'significantly improved work productivity and reduced interictal burden' In Migraine Patients,LLY,https://www.benzinga.com/general/biotech/20/05/16104029/eli-lilly-announces-emgality-significantly-improved-work-productivity-and-reduced-interictal-burd,Benzinga Newsdesk,,,,0,0,f65dbca4-7df2-455a-8747-b9af6308bb70
2020-05-26T08:00:00.000+08:00,Statement from Lilly Chairman and CEO Dave Ricks on New Part D Senior Savings Model,LLY,http://www.gurufocus.com/news/1147739/statement-from-lilly-chairman-and-ceo-dave-ricks-on-new-part-d-senior-savings-model,GuruFocus,,,,0,0,f0978d2e-c4ed-4614-9b9b-253e223b5284
2020-05-26T08:00:00.000+08:00,"GCIC Ltd. Buys Amazon.com Inc, Brookfield Asset Management Inc, Eli Lilly and Co, Sells Bank of ...",LLY,http://www.gurufocus.com/news/1147522/gcic-ltd-buys-amazoncom-inc-brookfield-asset-management-inc-eli-lilly-and-co-sells-bank-of-america-corp-jpmorgan-chase-nike-inc,GuruFocus,,,,0,0,51d64642-6e90-43d5-a389-b68e0654b346
2020-05-26T08:00:00.000+08:00,CanSino Biologics' Covid-–9 Vaccine Shows Early Promise,LLY,http://www.gurufocus.com/news/1147372/cansino-biologics-covid19-vaccine-shows-early-promise-,GuruFocus,,,,0,0,884194d5-3903-464e-9b6d-0e3f740f7138
2020-05-26T08:00:00.000+08:00,Nature Publishes Preclinical Characterization and Primate Efficacy Data on Junshi ...,LLY,http://www.gurufocus.com/news/1147266/nature-publishes-preclinical-characterization-and-primate-efficacy-data-on-junshi-biosciences-covid19-neutralizing-antibodies,GuruFocus,,,,0,0,d449243a-2a31-437d-8439-3b3d2d4cca9a
2020-05-26T08:00:00.000+08:00,Emgality® Shows Improvement in Work Productivity and Health and Well-Being Between Attacks in ...,LLY,http://www.gurufocus.com/news/1147282/emgality-shows-improvement-in-work-productivity-and-health-and-wellbeing-between-attacks-in-patients-with-migraine-and-a-history-of-preventive-treatment-failure,GuruFocus,,,,0,0,ba977753-eb03-4574-8733-1883d611c734
2020-05-26T08:00:00.000+08:00,Boehringer Ingelheim and Lilly to collaborate with Duke Clinical Research Institute on a ...,LLY,http://www.gurufocus.com/news/1146886/boehringer-ingelheim-and-lilly-to-collaborate-with-duke-clinical-research-institute-on-a-pragmatic-trial-examining-jardiances-effects-following-an-acute-myocardial-infarction,GuruFocus,,,,0,0,002124c4-126b-455c-8da1-f899016dbec5
2020-05-26T08:00:00.000+08:00,'List of external participants expected at Rose Garden event starting momentarily where @POTUS will announce @MedicareGov patients will be provided with new choices of Part D plans for insulin at no more than $35 for a month's supply.' -Steve Herman Tweet,LLY,https://www.benzinga.com/news/20/05/16110564/list-of-external-participants-expected-at-rose-garden-event-starting-momentarily-where-potus-will-an,Benzinga Newsdesk,,,,0,0,58a94271-263f-4171-a370-ecc6a80e6024
2020-05-26T08:00:00.000+08:00,"Eli Lilly Intend To File An IND, Initiate Clinical Trials In U.S. & China In Q2 2020 For Company's COVID-19 Neutralizing Antibodies",LLY,https://www.benzinga.com/news/20/05/16105875/eli-lilly-intend-to-file-an-ind-initiate-clinical-trials-in-u-s-china-in-q2-2020-for-companys-covid,Benzinga Newsdesk,,,,0,0,4b294ccd-fe45-409b-bcaf-36808e1bede4
2020-05-26T08:00:00.000+08:00,Boehringer Ingelheim And Lilly To Collaborate With Duke Clinical Research Institute On A Pragmatic Trial Examining Jardiance's Effects Following An Acute Myocardial Infarction,LLY,https://www.benzinga.com/general/biotech/20/05/16104895/boehringer-ingelheim-and-lilly-to-collaborate-with-duke-clinical-research-institute-on-a-pragmati,Benzinga Newsdesk,,,,0,0,f9e4f638-d1b2-4bed-84d4-b6c10f7de5c2
2020-05-26T08:00:00.000+08:00,Eli Lilly Announces Emgality 'significantly improved work productivity and reduced interictal burden' In Migraine Patients,LLY,https://www.benzinga.com/general/biotech/20/05/16104029/eli-lilly-announces-emgality-significantly-improved-work-productivity-and-reduced-interictal-burd,Benzinga Newsdesk,,,,0,0,c41b3508-b1f5-460d-8783-ad4464d183dd
2020-05-26T08:00:00.000+08:00,Statement from Lilly Chairman and CEO Dave Ricks on New Part D Senior Savings Model,LLY,http://www.gurufocus.com/news/1147739/statement-from-lilly-chairman-and-ceo-dave-ricks-on-new-part-d-senior-savings-model,GuruFocus,,,,0,0,de70c130-dccb-4de6-9fca-8412ca17a245
