Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary
401.0,2023-10-20 00:00:00 UTC,B. Riley Securities Maintains Alcoa (AA) Neutral Recommendation,AA,https://www.nasdaq.com/articles/b.-riley-securities-maintains-alcoa-aa-neutral-recommendation-1,,,"Fintel reports that on October 20, 2023, B. Riley Securities maintained coverage of Alcoa (NYSE:AA) with a Neutral recommendation.",,,,
402.0,2023-10-20 00:00:00 UTC,Citigroup Maintains Alcoa (AA) Buy Recommendation,AA,https://www.nasdaq.com/articles/citigroup-maintains-alcoa-aa-buy-recommendation-0,,,"Fintel reports that on October 20, 2023, Citigroup maintained coverage of Alcoa (NYSE:AA) with a Buy recommendation.",,,,
403.0,2023-10-19 00:00:00 UTC,JP Morgan Maintains Alcoa (AA) Neutral Recommendation,AA,https://www.nasdaq.com/articles/jp-morgan-maintains-alcoa-aa-neutral-recommendation-0,,,"Fintel reports that on October 19, 2023, JP Morgan maintained coverage of Alcoa (NYSE:AA) with a Neutral recommendation.",,,,
404.0,2023-10-19 00:00:00 UTC,BMO Capital Maintains Alcoa (AA) Market Perform Recommendation,AA,https://www.nasdaq.com/articles/bmo-capital-maintains-alcoa-aa-market-perform-recommendation-1,,,"Fintel reports that on October 19, 2023, BMO Capital maintained coverage of Alcoa (NYSE:AA) with a Market Perform recommendation.",,,,
405.0,2023-10-19 00:00:00 UTC,"Noteworthy Thursday Option Activity: MIDD, AA, LZ",AA,https://www.nasdaq.com/articles/noteworthy-thursday-option-activity%3A-midd-aa-lz,,,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Middleby Corp (Symbol: MIDD), where a total volume of 2,770 contracts has been traded thus far today, a contract volume which is representative of approximately 277,000 underlying shares (given that every 1 contract represents 100 underlying shares). That number works out to 73.3% of MIDD's average daily trading volume over the past month, of 378,085 shares. Especially high volume was seen for the $100 strike put option expiring March 15, 2024, with 2,228 contracts trading so far today, representing approximately 222,800 underlying shares of MIDD. Below is a chart showing MIDD's trailing twelve month trading history, with the $100 strike highlighted in orange:",,,,
406.0,2023-10-18 00:00:00 UTC,Alcoa Corp Shares Fall 5.3% Below Previous 52-Week Low - Market Mover,AA,https://www.nasdaq.com/articles/alcoa-corp-shares-fall-5.3-below-previous-52-week-low-market-mover,,,"Alcoa Corp (AA) shares closed 5.3% lower than its previous 52 week low, giving the company a market cap of $4B. The stock is currently down 41.2% year-to-date, down 32.5% over the past 12 months, and down 30.6% over the past five years. This week, the Dow Jones Industrial Average fell 0.4%, and the S&P 500 fell 1.4%.",,,,
407.0,2023-10-18 00:00:00 UTC,"Alcoa (AA) Reports Q3 Loss, Tops Revenue Estimates",AA,https://www.nasdaq.com/articles/alcoa-aa-reports-q3-loss-tops-revenue-estimates,,,Alcoa (AA) came out with a quarterly loss of $1.14 per share versus the Zacks Consensus Estimate of a loss of $1.13. This compares to loss of $0.33 per share a year ago. These figures are adjusted for non-recurring items.,,,,
408.0,2023-10-18 00:00:00 UTC,"Alcoa Corp. Q3 Loss Decreases, but misses estimates",AA,https://www.nasdaq.com/articles/alcoa-corp.-q3-loss-decreases-but-misses-estimates,,,(RTTNews) - Alcoa Corp. (AA) announced Loss for third quarter that decreased from last year and beat the Street estimates.,,,,
409.0,2023-10-18 00:00:00 UTC,Alcoa Q3 23 Earnings Conference Call At 5:00 PM ET,AA,https://www.nasdaq.com/articles/alcoa-q3-23-earnings-conference-call-at-5%3A00-pm-et,,,"(RTTNews) - Alcoa Corp. (AA) will host a conference call at 5:00 PM ET on Oct. 18, 2023, to discuss Q3 23 earnings results.",,,,
410.0,2023-10-13 00:00:00 UTC,Major Banks Start Reporting Q3 Earnings,AA,https://www.nasdaq.com/articles/major-banks-start-reporting-q3-earnings,,,"It’s the unofficial start to Q3 earnings season with the morning releases of some of the biggest banks on Wall Street. In truth, we’ve been seeing Q3 reports come in dribs and drabs previously this week and before. Traditionally, earnings season didn’t kick off until Alcoa (AA) reported, but they’re not scheduled until next Wednesday. In any case, we’re happy we’re here; we can finally get a good glimpse at how the past quarter went, and how the full year is expected to finish.",,,,
411.0,2023-10-13 00:00:00 UTC,Alcoa (AA) Declines More Than Market: Some Information for Investors,AA,https://www.nasdaq.com/articles/alcoa-aa-declines-more-than-market%3A-some-information-for-investors,,,"Alcoa (AA) ended the recent trading session at $26.58, demonstrating a -1.19% swing from the preceding day's closing price. The stock's performance was behind the S&P 500's daily loss of 0.5%. At the same time, the Dow added 0.12%, and the tech-heavy Nasdaq lost 1.23%.",,,,
412.0,2023-10-13 00:00:00 UTC,What's in the Offing for Alcoa (AA) This Earnings Season?,AA,https://www.nasdaq.com/articles/whats-in-the-offing-for-alcoa-aa-this-earnings-season-0,,,"Alcoa Corporation AA is scheduled to release third-quarter 2023 results on Oct 18, after market close.",,,,
413.0,2023-10-13 00:00:00 UTC,"Big Banks Beat in Q3, Import Prices Lower",AA,https://www.nasdaq.com/articles/big-banks-beat-in-q3-import-prices-lower,,,"It’s the unofficial start to Q3 earnings season with the morning releases of some of the biggest banks on Wall Street. In truth, we’ve been seeing Q3 reports come in dribs and drabs previously this week and before. Traditionally, earnings season didn’t kick off until Alcoa AA reported, but they’re not scheduled until next Wednesday. In any case, we’re happy we’re here; we can finally get a good glimpse at how the past quarter went, and how the full year is expected to finish.",,,,
414.0,2023-10-11 00:00:00 UTC,What To Expect From Alcoa's Q3 Results?,AA,https://www.nasdaq.com/articles/what-to-expect-from-alcoas-q3-results,,,"Alcoa (NYSE:AA) is expected to publish its Q3 2023 results around October 18, reporting on a quarter that saw aluminum prices trend lower. We expect the company’s revenues to come in at about $2.63 billion, marginally ahead of the consensus estimates of $2.59 billion. While this would mark a 2% decline sequentially, it would translate into a year-over-year decline of around 12%. We estimate that the company will post a net loss of about -$0.90 per share, slightly better than the consensus, although this would mark a decline from last year. So what are some of the trends that are likely to drive Alcoa’s results? See our interactive dashboard analysis on Alcoa Earnings Preview for more details on how AA’s revenues and earnings are likely to trend for the quarter.",,,,
415.0,2023-10-11 00:00:00 UTC,Analysts Estimate Alcoa (AA) to Report a Decline in Earnings: What to Look Out for,AA,https://www.nasdaq.com/articles/analysts-estimate-alcoa-aa-to-report-a-decline-in-earnings%3A-what-to-look-out-for-2,,,"The market expects Alcoa (AA) to deliver a year-over-year decline in earnings on lower revenues when it reports results for the quarter ended September 2023. This widely-known consensus outlook is important in assessing the company's earnings picture, but a powerful factor that might influence its near-term stock price is how the actual results compare to these estimates.",,,,
416.0,2023-10-11 00:00:00 UTC,"AZZ's Q2 Earnings Surpass Estimates, Sales Decrease Y/Y",AA,https://www.nasdaq.com/articles/azzs-q2-earnings-surpass-estimates-sales-decrease-y-y,,,"AZZ Inc. AZZ reported second-quarter fiscal 2024 (ended Aug 31, 2023) adjusted earnings of $1.27 per share, which surpassed the Zacks Consensus Estimate of 82 cents by 54.9%. The bottom line also increased 5% from the year-ago quarter’s earnings.",,,,
417.0,2023-10-06 00:00:00 UTC,"Noteworthy Friday Option Activity: SP, TWLO, AA",AA,https://www.nasdaq.com/articles/noteworthy-friday-option-activity%3A-sp-twlo-aa,,,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in SP Plus Corp (Symbol: SP), where a total volume of 1,429 contracts has been traded thus far today, a contract volume which is representative of approximately 142,900 underlying shares (given that every 1 contract represents 100 underlying shares). That number works out to 45% of SP's average daily trading volume over the past month, of 317,600 shares. Particularly high volume was seen for the $50 strike put option expiring October 20, 2023, with 414 contracts trading so far today, representing approximately 41,400 underlying shares of SP. Below is a chart showing SP's trailing twelve month trading history, with the $50 strike highlighted in orange:",,,,
418.0,2023-10-05 00:00:00 UTC,Jefferies Maintains Alcoa (AA) Buy Recommendation,AA,https://www.nasdaq.com/articles/jefferies-maintains-alcoa-aa-buy-recommendation,,,"Fintel reports that on October 4, 2023, Jefferies maintained coverage of Alcoa (NYSE:AA) with a Buy recommendation.",,,,
419.0,2023-10-04 00:00:00 UTC,3 Long-Term Stocks Ready to Take Off Soon,AA,https://www.nasdaq.com/articles/3-long-term-stocks-ready-to-take-off-soon,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",,,,
420.0,2023-10-04 00:00:00 UTC,Alcoa (AA) Stock Slides as Market Rises: Facts to Know Before You Trade,AA,https://www.nasdaq.com/articles/alcoa-aa-stock-slides-as-market-rises%3A-facts-to-know-before-you-trade,,,"Alcoa (AA) closed the most recent trading day at $27.16, moving -1.77% from the previous trading session. The stock's performance was behind the S&P 500's daily gain of 0.81%. Meanwhile, the Dow experienced a rise of 0.39%, and the technology-dominated Nasdaq saw an increase of 1.35%.",,,,
421.0,2023-09-26 00:00:00 UTC,"Company News for Sep 26, 2023",AA,https://www.nasdaq.com/articles/company-news-for-sep-26-2023,,,Amazon.com Inc.’s (AMZN) shares gained 1.7% after the company decided to invest $ 4 billion in AI startup Anthropic.,,,,
422.0,2023-09-25 00:00:00 UTC,Alcoa Promotes William Oplinger To CEO,AA,https://www.nasdaq.com/articles/alcoa-promotes-william-oplinger-to-ceo,,,"(RTTNews) - Alcoa Corp (AA), aluminum manufacturer, announced on Monday that it has appointed William Oplinger as its president and chief executive officer, effective September 24.",,,,
423.0,2023-09-25 00:00:00 UTC,Alcoa appoints insider William Oplinger as CEO,AA,https://www.nasdaq.com/articles/alcoa-appoints-insider-william-oplinger-as-ceo,,,"Sept 25 (Reuters) - Alcoa AA.N said on Monday it has appointed internal candidate William Oplinger as chief executive officer and president, effective Sept. 24, 2023.",,,,
424.0,2023-09-25 00:00:00 UTC,Alcoa Slides 5% In Morning Trade,AA,https://www.nasdaq.com/articles/alcoa-slides-5-in-morning-trade,,,(RTTNews) - Alcoa Corp. (AA) shares are declining more than 4 percent on Monday morning trade.,,,,
425.0,2023-09-25 00:00:00 UTC,"Noteworthy Monday Option Activity: AA, CCRN, UUUU",AA,https://www.nasdaq.com/articles/noteworthy-monday-option-activity%3A-aa-ccrn-uuuu,,,"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Alcoa Corporation (Symbol: AA), where a total of 29,317 contracts have traded so far, representing approximately 2.9 million underlying shares. That amounts to about 46.9% of AA's average daily trading volume over the past month of 6.2 million shares. Particularly high volume was seen for the $27 strike call option expiring September 29, 2023, with 1,340 contracts trading so far today, representing approximately 134,000 underlying shares of AA. Below is a chart showing AA's trailing twelve month trading history, with the $27 strike highlighted in orange:",,,,
426.0,2023-09-25 00:00:00 UTC,Alcoa appoints insider William Oplinger as CEO,AA,https://www.nasdaq.com/articles/alcoa-appoints-insider-william-oplinger-as-ceo-0,,,Adds details in paragraphs 2-3,,,,
427.0,2023-09-21 00:00:00 UTC,Morgan Stanley Maintains Alcoa (AA) Underweight Recommendation,AA,https://www.nasdaq.com/articles/morgan-stanley-maintains-alcoa-aa-underweight-recommendation-0,,,"Fintel reports that on September 21, 2023, Morgan Stanley maintained coverage of Alcoa (NYSE:AA) with a Underweight recommendation.",,,,
428.0,2023-09-18 00:00:00 UTC,Want Better Returns? Don?t Ignore These 2 Industrial Products Stocks Set to Beat Earnings,AA,https://www.nasdaq.com/articles/want-better-returns-dont-ignore-these-2-industrial-products-stocks-set-to-beat-earnings-5,,,"Earnings are arguably the most important single number on a company's quarterly financial report. Wall Street clearly dives into all of the other metrics and management's input, but the EPS figure helps cut through all the noise.",,,,
429.0,2023-09-15 00:00:00 UTC,"Notable Friday Option Activity: TDOC, BCO, AA",AA,https://www.nasdaq.com/articles/notable-friday-option-activity%3A-tdoc-bco-aa,,,"Looking at options trading activity among components of the Russell 3000 index, there is noteworthy activity today in Teladoc Health Inc (Symbol: TDOC), where a total volume of 18,130 contracts has been traded thus far today, a contract volume which is representative of approximately 1.8 million underlying shares (given that every 1 contract represents 100 underlying shares). That number works out to 52.8% of TDOC's average daily trading volume over the past month, of 3.4 million shares. Particularly high volume was seen for the $20 strike call option expiring October 20, 2023, with 1,532 contracts trading so far today, representing approximately 153,200 underlying shares of TDOC. Below is a chart showing TDOC's trailing twelve month trading history, with the $20 strike highlighted in orange:",,,,
430.0,2023-09-15 00:00:00 UTC,JP Morgan Maintains Alcoa (AA) Neutral Recommendation,AA,https://www.nasdaq.com/articles/jp-morgan-maintains-alcoa-aa-neutral-recommendation,,,"Fintel reports that on September 15, 2023, JP Morgan maintained coverage of Alcoa (NYSE:AA) with a Neutral recommendation.",,,,
431.0,2023-09-12 00:00:00 UTC,Alcoa (AA) Dips More Than Broader Markets: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-dips-more-than-broader-markets%3A-what-you-should-know-10,,,"In the latest trading session, Alcoa (AA) closed at $28.20, marking a -1.67% move from the previous day. This change lagged the S&P 500's 0.57% loss on the day. Meanwhile, the Dow lost 0.05%, and the Nasdaq, a tech-heavy index, lost 1.04%.",,,,
432.0,2023-09-12 00:00:00 UTC,1 Stock to Buy Now for the Aluminum Price Recovery,AA,https://www.nasdaq.com/articles/1-stock-to-buy-now-for-the-aluminum-price-recovery,,,"This year has not been a good one for aluminum prices (ALU23). The aluminum futures benchmark on the London Metal Exchange has fallen nearly a fifth since its January peak, and more than 40% from last year’s highs — largely due to economic weakness in Europe and the U.S., and poor construction demand in China.",,,,
433.0,2023-09-07 00:00:00 UTC,AA October 27th Options Begin Trading,AA,https://www.nasdaq.com/articles/aa-october-27th-options-begin-trading,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the October 27th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new October 27th contracts and identified one put and one call contract of particular interest.",,,,
434.0,2023-09-06 00:00:00 UTC,Alcoa (AA) Stock Moves -0.3%: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-stock-moves-0.3%3A-what-you-should-know,,,"In the latest trading session, Alcoa (AA) closed at $30.20, marking a -0.3% move from the previous day. This change was narrower than the S&P 500's daily loss of 0.7%. At the same time, the Dow lost 0.57%, and the tech-heavy Nasdaq lost 1.06%.",,,,
435.0,2023-08-30 00:00:00 UTC,"Unusual Put Option Trade in Alcoa (AA) Worth $6,252.50K",AA,https://www.nasdaq.com/articles/unusual-put-option-trade-in-alcoa-aa-worth-%246252.50k,,,"On August 30, 2023 at 13:22:59 ET an unusually large $6,252.50K block of Put contracts in Alcoa (AA) was sold, with a strike price of $60.00 / share, expiring in 142 day(s) (on January 19, 2024). Fintel tracks all large options trades, and the premium spent on this trade was 6.77 sigmas above the mean, placing it in the 100.00th percentile of all recent large trades made in AA options.",,,,
436.0,2023-08-30 00:00:00 UTC,Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-7,,,"In the latest trading session, Alcoa (AA) closed at $29.51, marking a -0.34% move from the previous day. This move lagged the S&P 500's daily gain of 0.38%. Elsewhere, the Dow gained 0.11%, while the tech-heavy Nasdaq added 0.54%.",,,,
437.0,2023-08-29 00:00:00 UTC,"Noteworthy Tuesday Option Activity: U, AA, OLLI",AA,https://www.nasdaq.com/articles/noteworthy-tuesday-option-activity%3A-u-aa-olli,,,"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Unity Software Inc (Symbol: U), where a total of 42,407 contracts have traded so far, representing approximately 4.2 million underlying shares. That amounts to about 47% of U's average daily trading volume over the past month of 9.0 million shares. Especially high volume was seen for the $35 strike put option expiring September 01, 2023, with 3,029 contracts trading so far today, representing approximately 302,900 underlying shares of U. Below is a chart showing U's trailing twelve month trading history, with the $35 strike highlighted in orange:",,,,
438.0,2023-08-25 00:00:00 UTC,Global aluminium producer seeks Q4 premium of $120/T from Japan buyers-sources,AA,https://www.nasdaq.com/articles/global-aluminium-producer-seeks-q4-premium-of-%24120-t-from-japan-buyers-sources,,,"TOKYO, Aug 25 (Reuters) - A global aluminium producer has offered Japanese buyers a premium of $120 per metric ton for October-December primary metal shipments, down 6% from the current quarter, three sources directly involved in quarterly pricing talks said on Friday.",,,,
439.0,2023-08-24 00:00:00 UTC,Interesting AA Put And Call Options For October 6th,AA,https://www.nasdaq.com/articles/interesting-aa-put-and-call-options-for-october-6th,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the October 6th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new October 6th contracts and identified one put and one call contract of particular interest.",,,,
440.0,2023-08-24 00:00:00 UTC,Alcoa (AA) Stock Moves -0.21%: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-stock-moves-0.21%3A-what-you-should-know,,,"In the latest trading session, Alcoa (AA) closed at $28.75, marking a -0.21% move from the previous day. This move was narrower than the S&P 500's daily loss of 1.35%. At the same time, the Dow lost 1.08%, and the tech-heavy Nasdaq lost 1.87%.",,,,
441.0,2023-08-22 00:00:00 UTC,Shares of AA Now Oversold,AA,https://www.nasdaq.com/articles/shares-of-aa-now-oversold-0,,,"In trading on Tuesday, shares of Alcoa Corporation (Symbol: AA) entered into oversold territory, changing hands as low as $28.33 per share. We define oversold territory using the Relative Strength Index, or RSI, which is a technical analysis indicator used to measure momentum on a scale of zero to 100. A stock is considered to be oversold if the RSI reading falls below 30.",,,,
442.0,2023-08-16 00:00:00 UTC,"Noteworthy Wednesday Option Activity: U, AA, IRBT",AA,https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity%3A-u-aa-irbt,,,"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Unity Software Inc (Symbol: U), where a total of 51,509 contracts have traded so far, representing approximately 5.2 million underlying shares. That amounts to about 49.1% of U's average daily trading volume over the past month of 10.5 million shares. Particularly high volume was seen for the $37 strike call option expiring August 18, 2023, with 17,983 contracts trading so far today, representing approximately 1.8 million underlying shares of U. Below is a chart showing U's trailing twelve month trading history, with the $37 strike highlighted in orange:",,,,
